raceId,lap,p1_p2,p2_p3,p1_last
1042,2,1.229,0.632,31.192
1042,3,1.468,0.743,31.721
1042,4,0.987,0.774,31.103
1042,5,0.516,0.484,30.298
1042,6,2.114,0.123,30.285
1042,7,1.689,2.369,30.516
1042,8,1.869,2.821,31.583
1042,9,1.89,3.174,32.895
1042,10,2.124,3.513,33.707
1042,11,2.001,4.518,34.355
1042,12,2.052,5.528,52.007
1042,13,2.305,6.252,52.801
1042,14,2.354,7.122,53.27
1042,15,1.961,8.26,54.25
1042,16,1.677,9.486,56.049
1042,17,1.385,10.734,57.418
1042,18,0.886,11.494,57.973
1042,19,0.323,11.611,79.995
1042,20,1.139,11.627,85.816
1042,21,2.264,11.255,87.79
1042,22,2.93,11.737,89.01
1042,23,3.033,15.166,90.272
1042,24,3.3,15.829,92.093
1042,25,3.639,16.89,94.222
1042,26,4.022,16.707,97.235
1042,27,4.866,16.555,99.254
1042,28,6.666,15.488,101.345
1042,29,7.422,16.663,103.769
1042,30,7.325,17.176,108.157
1042,31,7.662,18.076,110.368
1042,32,7.957,18.919,113.263
1042,33,8.16,20.183,115.299
1042,34,8.014,24.469,121.269
1042,35,8.668,39.748,155.959
1042,36,7.839,40.173,156.703
1042,37,8.246,40.169,157.819
1042,38,8.917,39.897,159.499
1042,39,9.577,39.875,161.036
1042,40,6.016,39.729,158.691
1042,41,15.76,20.732,149.786
1042,42,11.248,9.462,134.931
1042,43,11.996,8.931,136.335
1042,44,13.057,7.946,137.931
1042,45,14.225,7.206,139.158
1042,46,14.332,7.246,141.179
1042,47,14.331,7.895,143.019
1042,48,14.189,8.624,145.193
1042,49,14.548,9.257,147.573
1042,50,15.122,8.699,149.499
1042,51,15.124,8.822,154.851
1042,52,14.617,9.166,130.799
1042,53,14.708,9.385,132.224
1042,54,15.014,10.153,134.138
1042,55,15.938,9.972,136.647
1042,56,16.526,10.27,167.818
1042,57,17.035,9.91,175.322
1042,58,17.693,9.701,176.449
1042,59,18.357,9.727,176.985
1042,60,18.379,10.413,178.326
1042,61,20.193,10.048,184.266
1042,62,21.563,9.016,186.726
1042,63,23.536,8.366,189.244
1042,64,25.118,8.177,190.72
1042,65,25.196,7.817,152.996
1042,66,25.592,8.916,65.312
1043,1,1.452,0.968,30.536
1043,2,1.113,0.983,49.951
1043,3,1.11,0.739,51.247
1043,4,1.236,0.742,52.322
1043,5,1.443,1.2,53.594
1043,6,1.489,1.378,54.793
1043,7,1.682,1.419,56.234
1043,8,1.614,1.367,57.257
1043,9,1.632,1.507,58.067
1043,10,1.801,1.491,59.888
1043,11,2.056,1.303,61.49
1043,12,2.019,1.611,62.479
1043,13,1.839,1.586,63.135
1043,14,1.697,1.726,63.899
1043,15,2.019,1.588,65.115
1043,16,2.356,1.623,66.274
1043,17,2.507,1.806,67.465
1043,18,4.45,2.47,68.924
1043,19,0.068,24.608,66.056
1043,20,24.036,1.156,68.645
1043,21,24.482,0.899,70.479
1043,22,24.739,1.079,72.395
1043,23,25.617,1.102,74.804
1043,24,26.23,1.42,76.996
1043,25,26.155,1.647,80.383
1043,26,26.084,1.665,82.149
1043,27,26.315,1.508,83.799
1043,28,26.54,1.331,98.774
1043,29,28.19,1.59,110.528
1043,30,27.918,1.839,112.877
1043,31,3.713,1.643,88.792
1043,32,4.282,1.44,89.501
1043,33,4.99,1.15,90.358
1043,34,5.748,1.098,91.433
1043,35,6.199,1.044,92.344
1043,36,7.482,0.634,94.643
1043,37,8.498,0.897,96.759
1043,38,9.204,1.062,98.554
1043,39,9.919,0.826,99.923
1043,40,10.593,0.925,101.199
1043,41,11.185,0.978,102.873
1043,42,12.957,0.427,104.257
1043,43,13.007,1.905,105.216
1043,44,12.938,3.344,107.086
1043,45,12.835,4.539,108.396
1043,46,13.021,5.259,109.914
1043,47,12.875,6.488,118.006
1043,48,13.52,7.374,101.25
1043,49,13.747,8.347,102.39
1043,50,13.935,10.128,118.824
1043,51,42.179,35.926,153.623
1043,52,24.112,23.936,134.016
1043,53,2.078,7.939,146.975
1043,54,3.003,1.006,140.69
1043,55,1.643,2.678,92.477
1043,56,1.07,2.218,41.852
1043,57,0.631,1.503,7.195
1043,58,1.048,4.372,18.96
1043,59,1.715,5.726,27.119
1043,60,1.383,7.1,52.067
1043,61,2.607,7.472,52.257
1043,62,5.365,6.352,56.591
1043,63,5.783,8.537,57.284
1044,1,3.671,5.012,38.812
1044,2,5.336,6.525,56.397
1044,3,6.091,7.579,72.666
1044,4,6.26,8.617,85.212
1044,5,5.959,9.502,94.947
1044,6,4.936,9.756,107.445
1044,7,5.82,8.436,116.583
1044,8,4.715,8.541,129.701
1044,9,4.573,7.008,155.852
1044,10,2.704,4.114,156.555
1044,11,4.97,3.896,160.119
1044,12,0.236,10.76,170.884
1044,13,9.33,3.494,186.949
1044,14,6.178,2.455,169.252
1044,15,9.175,0.441,173.991
1044,16,8.181,0.471,181.285
1044,17,9.006,0.449,198.206
1044,18,10.425,5.081,202.79
1044,19,8.178,4.029,204.045
1044,20,6.565,2.639,206.331
1044,21,5.583,1.836,208.174
1044,22,5.199,0.881,212.296
1044,23,4.016,0.459,215.859
1044,24,3.498,0.808,216.334
1044,25,4.067,0.415,219.863
1044,26,3.525,1.045,224.959
1044,27,3.204,1.223,225.729
1044,28,3.087,1.279,226.565
1044,29,3.383,3.33,226.86
1044,30,3.598,3.407,227.892
1044,31,3.815,3.756,228.173
1044,32,3.545,3.929,228.278
1044,33,2.079,4.485,230.185
1044,34,1.42,4.664,230.37
1044,35,0.937,2.845,231.671
1044,36,0.757,0.577,235.241
1044,37,0.995,16.908,251.686
1044,38,3.62,13.493,272.936
1044,39,5.588,12.224,310.3
1044,40,8.41,10.525,230.608
1044,41,11.55,9.417,236.361
1044,42,14.196,9.979,238.523
1044,43,15.901,13.297,239.725
1044,44,17.867,11.023,249.973
1044,45,19.04,9.484,249.942
1044,46,18.526,8.068,250.315
1044,47,19.462,6.325,252.075
1044,48,19.333,5.313,253.467
1044,49,19.328,5.073,254.415
1044,50,19.237,7.017,255.434
1044,51,20.145,7.299,256.872
1044,52,21.356,6.475,258.212
1044,53,22.796,5.449,259.726
1044,54,23.579,5.294,261.587
1044,55,24.821,3.584,265.435
1044,56,25.863,3.312,195.16
1044,57,27.508,2.307,198.58
1044,58,31.633,0.327,95.46
1045,1,2.135,2.875,57.315
1045,2,0.966,2.274,51.974
1045,3,0.815,2.836,30.76
1045,4,0.777,0.626,33.308
1045,5,1.857,0.959,28.533
1045,6,0.755,1.411,25.198
1045,7,0.536,1.09,27.485
1045,8,0.722,0.387,7.267
1045,9,1.174,1.565,13.172
1045,10,1.352,2.117,17.941
1045,11,1.567,2.798,21.9
1045,12,1.802,3.746,29.057
1045,13,2.072,4.229,31.625
1045,14,2.487,4.654,34.436
1045,15,2.715,5.192,37.697
1045,16,3.466,5.476,41.274
1045,17,3.628,5.973,46.572
1045,18,4.631,5.968,69.976
1045,19,2.593,6.051,67.232
1045,20,6.858,6.786,61.751
1045,21,5.583,7.212,58.921
1045,22,4.503,11.141,60.483
1045,23,4.947,12.569,63.117
1045,24,4.3,13.604,64.97
1045,25,4.42,14.217,67.141
1045,26,4.26,14.894,69.119
1045,27,4.453,15.552,71.805
1045,28,4.887,16.016,91.72
1045,29,5.366,16.253,93.117
1045,30,5.179,16.662,96.457
1045,31,5.0,17.004,97.359
1045,32,5.128,17.229,99.161
1045,33,5.738,17.262,102.593
1045,34,8.587,14.889,104.651
1045,35,21.221,5.403,103.452
1045,36,3.776,0.469,84.267
1045,37,3.606,18.658,88.16
1045,38,3.827,23.439,102.427
1045,39,3.61,24.393,103.812
1045,40,3.768,24.339,105.699
1045,41,3.27,25.248,117.638
1045,42,3.606,25.943,118.553
1045,43,3.398,26.215,118.516
1045,44,4.143,26.2,119.633
1045,45,4.574,25.969,123.354
1045,46,7.388,23.653,128.289
1045,47,27.518,4.891,132.042
1045,48,25.908,7.104,137.364
1045,49,24.95,8.84,141.091
1045,50,23.369,11.494,144.613
1045,51,22.476,13.476,148.508
1045,52,20.682,16.048,152.999
1045,53,19.498,21.066,176.825
1045,54,17.392,39.808,232.293
1045,55,23.127,39.951,213.826
1045,56,12.229,18.326,179.921
1045,57,1.254,6.751,22.803
1046,1,3.092,2.177,31.563
1046,2,1.585,0.826,25.673
1046,3,1.396,0.813,28.174
1046,4,0.962,1.044,25.594
1046,5,1.291,0.743,27.096
1046,6,0.607,0.231,8.459
1046,7,1.126,0.804,10.573
1046,8,1.582,0.936,13.363
1046,9,1.807,1.441,15.358
1046,10,1.936,1.762,17.703
1046,11,1.775,2.308,21.281
1046,12,1.81,2.791,23.216
1046,13,2.128,3.243,24.984
1046,14,2.282,3.751,26.723
1046,15,2.254,4.272,28.539
1046,16,2.491,4.851,30.482
1046,17,2.3,5.797,32.202
1046,18,2.289,6.436,34.156
1046,19,2.061,7.122,36.724
1046,20,2.112,7.749,38.572
1046,21,2.013,8.624,44.42
1046,22,1.922,9.248,45.136
1046,23,1.989,9.853,45.749
1046,24,1.89,10.493,71.771
1046,25,2.072,10.861,72.48
1046,26,2.245,11.48,73.037
1046,27,2.421,11.964,74.317
1046,28,2.527,14.814,74.272
1046,29,2.714,17.946,74.947
1046,30,2.924,18.39,75.446
1046,31,3.034,18.972,75.73
1046,32,2.983,19.554,91.166
1046,33,2.706,20.226,91.063
1046,34,2.855,20.685,91.259
1046,35,2.837,21.192,91.291
1046,36,2.67,21.458,91.722
1046,37,2.475,21.955,92.302
1046,38,2.829,22.088,92.639
1046,39,2.76,22.533,92.981
1046,40,2.752,22.96,97.125
1046,41,2.982,23.122,100.013
1046,42,2.86,26.699,100.877
1046,43,3.0,26.885,101.683
1046,44,3.109,26.978,103.639
1046,45,0.677,27.093,102.082
1046,46,20.008,7.304,105.013
1046,47,18.12,11.578,105.532
1046,48,16.561,17.147,107.261
1046,49,12.537,17.999,105.033
1046,50,8.562,10.625,94.509
1046,51,8.436,12.021,96.454
1046,52,8.284,13.092,99.895
1046,53,7.912,14.562,112.568
1046,54,7.54,16.344,138.448
1046,55,9.036,23.257,131.047
1046,56,5.643,24.469,124.07
1046,57,5.445,25.212,124.84
1046,58,5.624,25.487,125.939
1046,59,5.262,25.847,131.51
1046,60,4.915,26.495,160.346
1046,61,5.267,37.518,191.799
1046,62,6.275,33.091,193.894
1046,63,4.094,2.177,140.85
1046,64,1.435,1.465,107.921
1046,65,1.395,1.177,93.743
1046,66,1.188,1.391,61.196
1046,67,1.392,0.675,33.152
1046,68,0.59,0.628,10.25
1046,69,1.464,0.766,11.424
1046,70,2.016,1.021,12.828
1046,71,2.566,1.185,14.866
1046,72,3.173,0.563,16.195
1046,73,3.424,1.156,17.646
1046,74,3.223,1.96,18.997
1046,75,2.79,2.917,21.088
1046,76,2.37,4.088,23.319
1046,77,2.347,4.699,24.979
1046,78,4.439,3.336,26.395
1046,79,8.132,1.419,27.395
1046,80,8.654,1.332,28.413
1046,81,9.065,1.204,29.69
1046,82,9.228,1.201,31.549
1046,83,9.628,1.255,33.106
1046,84,9.786,1.356,34.045
1046,85,10.124,1.198,35.003
1046,86,10.241,1.081,35.974
1046,87,10.518,1.351,36.858
1047,1,1.441,1.073,14.782
1047,2,1.865,1.881,20.83
1047,3,2.299,2.394,25.291
1047,4,2.647,2.647,29.313
1047,5,2.584,3.215,33.386
1047,6,2.684,3.55,37.286
1047,7,2.797,3.819,41.235
1047,8,3.043,4.136,45.529
1047,9,3.273,4.734,54.066
1047,10,4.917,6.733,69.348
1047,11,5.134,9.99,75.82
1047,12,2.043,2.924,56.525
1047,13,0.881,0.657,11.808
1047,14,1.465,1.232,17.789
1047,15,1.662,1.829,23.034
1047,16,2.436,1.849,27.872
1047,17,2.7,2.12,32.449
1047,18,3.143,2.069,36.742
1047,19,3.486,2.094,40.971
1047,20,3.845,2.166,45.58
1047,21,4.204,2.065,49.804
1047,22,4.726,1.893,54.3
1047,23,5.012,2.211,64.63
1047,24,4.872,2.666,64.959
1047,25,4.904,2.726,66.068
1047,26,5.633,2.619,70.159
1047,27,6.164,2.76,73.932
1047,28,6.785,2.479,90.847
1047,29,7.245,2.339,91.031
1047,30,7.454,2.483,91.79
1047,31,7.534,3.115,94.437
1047,32,7.832,3.073,116.842
1047,33,7.979,3.221,117.943
1047,34,8.04,3.703,119.114
1047,35,7.973,3.746,138.809
1047,36,8.24,3.603,140.204
1047,37,8.097,3.441,141.722
1047,38,7.751,3.17,143.392
1047,39,7.859,3.18,146.65
1047,40,7.762,3.478,149.97
1047,41,7.906,3.726,155.368
1047,42,8.403,3.419,158.475
1047,43,8.727,3.694,163.314
1047,44,9.499,3.006,167.24
1047,45,10.39,2.144,171.438
1047,46,11.295,2.303,175.623
1047,47,12.09,1.955,181.156
1047,48,11.677,2.18,190.601
1047,49,11.013,3.293,210.43
1047,50,10.93,3.55,210.332
1047,51,11.253,3.671,211.322
1047,52,11.579,4.5,213.097
1047,53,13.055,4.42,214.151
1047,54,13.335,4.597,193.924
1047,55,15.976,2.439,102.738
1051,1,1.853,0.99,12.558
1051,2,2.228,0.874,16.632
1051,3,2.059,1.352,19.507
1051,4,4.264,0.176,23.173
1051,5,3.791,2.872,26.753
1051,6,3.887,5.276,30.632
1051,7,4.749,7.279,34.49
1051,8,4.729,9.914,38.251
1051,9,5.06,12.189,52.184
1051,10,5.536,14.426,60.459
1051,11,5.771,16.633,63.193
1051,12,6.222,18.522,65.483
1051,13,6.572,20.502,67.956
1051,14,6.965,22.09,70.346
1051,15,7.467,23.337,76.61
1051,16,8.258,24.262,83.542
1051,17,29.31,4.994,87.182
1051,18,14.523,2.214,74.736
1051,19,8.354,3.126,72.155
1051,20,8.609,4.251,74.239
1051,21,8.367,4.966,76.09
1051,22,8.614,5.736,81.839
1051,23,8.343,18.215,91.142
1051,24,7.56,19.351,92.998
1051,25,7.801,20.203,97.662
1051,26,7.881,21.012,100.441
1051,27,7.441,21.774,102.27
1051,28,6.98,22.667,104.211
1051,29,7.365,23.433,106.839
1051,30,6.794,24.732,109.049
1051,31,6.479,25.25,133.989
1051,32,6.329,26.316,148.903
1051,33,7.193,48.228,152.849
1051,34,7.175,49.741,156.069
1051,35,7.652,50.257,159.16
1051,36,8.285,50.648,164.329
1051,37,8.405,52.211,171.175
1051,38,8.524,52.833,176.374
1051,39,8.712,53.973,185.982
1051,40,9.01,54.202,193.022
1051,41,29.53,39.992,196.018
1051,42,14.001,35.431,181.482
1051,43,8.447,36.598,178.482
1051,44,8.699,37.164,185.514
1051,45,9.332,38.203,189.356
1051,46,8.319,40.405,195.158
1051,47,8.803,41.272,200.417
1051,48,9.06,41.734,202.898
1051,49,8.521,42.633,204.998
1051,50,9.428,43.996,208.126
1051,51,9.454,45.684,210.272
1051,52,9.721,47.248,214.262
1051,53,9.853,48.14,236.374
1051,54,7.49,56.583,252.112
1051,55,27.834,48.808,242.548
1051,56,34.994,28.572,155.168
1051,57,25.743,33.714,83.126
1052,1,1.293,3.16,29.706
1052,2,1.599,1.631,27.966
1052,3,0.254,0.163,5.211
1052,4,0.843,1.334,30.059
1052,5,1.353,1.738,50.252
1052,6,1.54,3.109,50.947
1052,7,1.761,3.341,51.999
1052,8,1.804,3.288,53.391
1052,9,1.94,4.226,54.409
1052,10,1.847,4.549,55.609
1052,11,1.811,4.79,56.947
1052,12,1.726,4.743,58.409
1052,13,4.359,2.242,59.992
1052,14,6.457,15.056,61.414
1052,15,6.116,13.502,81.275
1052,16,8.617,9.072,81.593
1052,17,13.635,8.942,80.067
1052,18,6.631,3.689,68.906
1052,19,5.706,3.786,71.504
1052,20,5.252,3.69,82.542
1052,21,4.244,3.959,83.188
1052,22,3.864,3.877,84.124
1052,23,3.767,3.847,85.326
1052,24,3.887,3.833,86.758
1052,25,3.572,3.811,87.871
1052,26,2.908,4.161,89.139
1052,27,2.086,4.512,91.551
1052,28,0.623,4.139,92.016
1052,29,5.395,15.14,94.984
1052,30,7.947,11.477,98.407
1052,31,19.675,9.974,101.675
1052,32,19.026,11.861,104.938
1052,33,18.781,16.095,114.884
1052,34,17.808,16.65,134.396
1052,35,16.96,16.305,135.514
1052,36,15.993,16.012,136.515
1052,37,15.113,15.671,139.609
1052,38,13.912,15.369,139.822
1052,39,10.9,15.751,138.78
1052,40,7.647,7.943,129.833
1052,41,6.541,9.491,132.173
1052,42,5.792,10.839,135.936
1052,43,4.86,12.074,138.182
1052,44,4.439,12.783,142.795
1052,45,3.912,13.885,144.601
1052,46,3.314,14.37,146.689
1052,47,2.815,14.55,150.095
1052,48,2.466,14.949,152.623
1052,49,1.906,15.585,157.289
1052,50,1.445,16.001,170.57
1052,51,0.83,16.525,182.124
1052,52,0.56,16.981,166.075
1052,53,0.818,15.212,166.776
1052,54,1.077,17.941,169.08
1052,55,0.936,39.275,171.725
1052,56,0.745,36.638,88.864
1053,1,3.969,4.626,34.802
1053,2,3.203,1.552,32.973
1053,3,1.787,0.783,27.821
1053,4,3.115,1.963,43.764
1053,5,2.57,2.306,43.706
1053,6,0.384,0.561,49.515
1053,7,3.306,0.921,53.557
1053,8,4.972,1.178,61.89
1053,9,5.321,2.387,69.237
1053,10,5.291,3.966,75.196
1053,11,4.847,5.948,80.961
1053,12,4.625,7.624,85.814
1053,13,4.756,8.814,119.318
1053,14,5.045,9.874,129.972
1053,15,5.058,11.608,140.091
1053,16,5.039,14.601,148.035
1053,17,5.935,15.237,157.352
1053,18,5.573,16.137,162.44
1053,19,5.526,17.208,173.007
1053,20,5.388,18.775,178.211
1053,21,5.045,18.116,181.377
1053,22,6.065,15.889,189.586
1053,23,4.954,14.678,198.999
1053,24,3.299,13.329,238.389
1053,25,3.174,12.797,239.657
1053,26,2.065,13.778,239.604
1053,27,2.712,11.644,236.943
1053,28,16.398,7.141,232.461
1053,29,5.573,16.97,211.063
1053,30,2.278,18.151,265.07
1053,31,21.87,35.792,294.149
1053,32,29.51,52.197,1795.901
1053,33,17.303,36.586,1779.138
1053,34,0.661,0.315,99.633
1053,35,0.851,1.461,105.514
1053,36,1.645,1.17,110.014
1053,37,2.04,1.229,113.288
1053,38,2.892,1.09,118.231
1053,39,3.259,1.574,121.26
1053,40,4.069,1.341,125.349
1053,41,4.669,1.516,129.326
1053,42,5.58,1.371,135.639
1053,43,6.535,1.286,139.517
1053,44,7.484,1.171,143.46
1053,45,8.588,1.002,146.979
1053,46,9.782,1.167,150.324
1053,47,10.6,1.126,153.911
1053,48,11.497,1.287,159.236
1053,49,12.351,1.287,162.246
1053,50,12.849,1.031,164.335
1053,51,13.529,0.977,167.096
1053,52,14.516,1.121,170.206
1053,53,15.366,1.073,179.96
1053,54,16.653,1.33,182.816
1053,55,17.567,1.077,185.415
1053,56,18.414,0.826,188.18
1053,57,18.671,0.795,190.258
1053,58,19.59,0.801,192.907
1053,59,20.256,0.676,210.126
1053,60,20.11,1.964,216.054
1053,61,20.673,1.697,225.764
1053,62,21.934,1.481,90.197
1053,63,22.0,1.702,68.184
1054,1,0.869,0.898,11.691
1054,2,2.201,0.966,30.782
1054,3,2.141,1.228,27.833
1054,4,2.035,1.092,27.215
1054,5,1.351,0.921,25.166
1054,6,0.476,0.06,4.719
1054,7,0.997,0.679,11.929
1054,8,0.685,0.546,16.981
1054,9,0.55,0.951,20.318
1054,10,1.069,0.364,23.395
1054,11,0.965,1.189,25.571
1054,12,0.657,1.474,28.288
1054,13,0.893,1.326,31.189
1054,14,0.653,1.745,34.047
1054,15,0.65,1.559,36.422
1054,16,0.753,1.519,39.473
1054,17,0.983,1.52,42.022
1054,18,0.816,1.408,44.436
1054,19,0.537,1.259,46.489
1054,20,1.079,0.678,48.094
1054,21,1.415,0.783,50.223
1054,22,1.717,0.842,60.475
1054,23,1.919,0.79,62.234
1054,24,2.065,0.97,63.507
1054,25,2.17,0.98,80.182
1054,26,2.47,0.732,83.667
1054,27,2.456,0.762,87.461
1054,28,3.003,0.754,89.194
1054,29,3.099,0.828,91.969
1054,30,3.317,0.706,94.808
1054,31,3.572,0.995,98.479
1054,32,3.395,1.076,113.264
1054,33,3.709,1.49,116.536
1054,34,3.981,1.239,118.755
1054,35,4.0,4.752,125.27
1054,36,7.458,6.602,127.443
1054,37,10.677,16.098,126.542
1054,38,12.585,3.29,118.381
1054,39,12.134,3.108,120.44
1054,40,11.899,2.926,122.514
1054,41,11.25,3.477,126.514
1054,42,10.074,3.64,132.318
1054,43,9.295,4.211,141.717
1054,44,8.639,4.609,171.565
1054,45,7.662,4.313,177.489
1054,46,5.509,3.668,177.432
1054,47,4.227,4.245,179.357
1054,48,3.02,4.231,180.762
1054,49,1.926,4.251,182.557
1054,50,0.272,4.659,183.044
1054,51,5.153,1.1,185.717
1054,52,5.013,1.319,188.667
1054,53,4.865,1.394,191.85
1054,54,4.872,2.912,195.024
1054,55,5.179,4.986,200.067
1054,56,5.329,4.951,202.823
1054,57,5.261,4.865,205.442
1054,58,5.135,5.222,208.214
1054,59,5.119,5.548,212.509
1054,60,5.165,5.363,218.375
1054,61,5.171,5.564,221.116
1054,62,4.604,5.953,227.307
1054,63,4.176,9.49,231.355
1054,64,7.544,28.455,233.093
1054,65,31.31,3.405,149.954
1054,66,29.148,4.382,78.955
1055,1,1.512,1.74,13.636
1055,2,1.749,2.89,18.386
1055,3,1.924,3.868,22.445
1055,4,1.653,5.128,25.604
1055,5,1.565,6.279,29.343
1055,6,1.4,7.412,33.02
1055,7,1.571,8.213,36.39
1055,8,5.341,10.292,52.558
1055,9,2.072,1.372,66.296
1055,10,0.592,0.37,20.473
1055,11,0.949,1.399,21.913
1055,12,1.067,2.043,23.47
1055,13,1.096,2.844,25.369
1055,14,1.121,3.51,27.453
1055,15,1.278,3.987,30.696
1055,16,1.013,4.627,34.417
1055,17,1.217,4.902,37.898
1055,18,1.246,5.342,41.49
1055,19,1.336,5.756,54.621
1055,20,1.533,6.16,54.34
1055,21,1.24,6.827,53.926
1055,22,1.05,7.609,59.764
1055,23,0.897,8.308,82.92
1055,24,2.631,5.337,81.897
1055,25,8.911,11.981,85.374
1055,26,9.842,8.797,86.516
1055,27,11.254,6.449,88.253
1055,28,12.931,0.226,86.085
1055,29,5.566,2.123,75.462
1055,30,4.221,3.303,77.671
1055,31,2.711,4.49,80.064
1055,32,1.658,5.35,85.414
1055,33,1.036,6.069,88.749
1055,34,1.015,6.934,94.946
1055,35,0.912,6.873,98.674
1055,36,1.151,6.936,102.334
1055,37,0.884,6.858,105.683
1055,38,1.193,6.768,110.768
1055,39,1.148,7.075,114.141
1055,40,0.936,6.932,117.96
1055,41,0.916,8.073,121.552
1055,42,4.484,5.081,128.559
1055,43,10.616,11.849,152.996
1055,44,10.768,10.586,155.952
1055,45,11.119,8.976,158.005
1055,46,11.196,7.156,159.924
1055,47,10.861,6.25,161.874
1055,48,9.867,5.475,163.216
1055,49,9.188,4.385,166.733
1055,50,9.748,2.479,168.858
1055,51,9.963,0.976,170.398
1055,52,11.251,1.519,172.244
1055,53,10.387,7.917,176.304
1055,54,8.523,23.137,178.599
1055,55,6.646,25.294,180.355
1055,56,4.713,27.26,184.006
1055,57,3.065,27.019,186.401
1055,58,1.585,27.421,188.688
1055,59,0.56,28.141,192.752
1055,60,5.683,24.153,197.103
1055,61,25.914,6.51,206.043
1055,62,22.427,9.692,211.806
1055,63,20.938,10.095,214.84
1055,64,18.849,11.108,217.603
1055,65,17.01,10.392,152.558
1055,66,15.841,10.769,74.67
1056,1,1.029,1.712,16.09
1056,2,1.162,2.028,20.575
1056,3,1.193,2.019,24.007
1056,4,1.11,2.893,26.575
1056,5,1.454,2.961,29.281
1056,6,1.17,3.086,31.973
1056,7,1.53,2.74,34.786
1056,8,1.161,2.676,36.947
1056,9,1.212,2.387,38.969
1056,10,1.28,2.122,40.897
1056,11,1.59,2.295,43.65
1056,12,1.791,2.2,46.215
1056,13,1.877,2.684,49.548
1056,14,1.6,2.582,52.665
1056,15,1.756,2.688,55.796
1056,16,2.271,2.33,58.84
1056,17,2.195,2.437,62.099
1056,18,1.984,2.688,65.345
1056,19,2.237,2.546,68.364
1056,20,2.488,2.136,71.142
1056,21,2.904,1.772,74.068
1056,22,3.231,1.459,78.749
1056,23,3.6,1.569,84.554
1056,24,4.554,1.431,93.256
1056,25,4.566,1.581,99.481
1056,26,4.931,1.783,102.223
1056,27,5.178,1.773,104.918
1056,28,5.231,1.892,115.713
1056,29,4.945,1.847,130.758
1056,30,6.917,12.633,138.127
1056,31,8.235,13.575,149.739
1056,32,20.473,5.853,153.941
1056,33,19.316,11.124,155.884
1056,34,2.039,10.761,140.983
1056,35,6.782,3.903,139.45
1056,36,6.576,3.81,142.621
1056,37,5.878,4.382,162.716
1056,38,4.598,4.907,172.676
1056,39,3.185,5.41,180.959
1056,40,3.668,4.718,186.108
1056,41,3.765,4.91,188.231
1056,42,3.772,5.603,189.464
1056,43,3.477,6.186,191.665
1056,44,3.54,6.743,194.539
1056,45,3.418,7.115,197.461
1056,46,3.119,7.053,199.248
1056,47,3.251,6.885,201.188
1056,48,3.274,7.535,204.019
1056,49,2.819,8.388,205.773
1056,50,3.154,9.055,207.579
1056,51,3.256,9.534,209.054
1056,52,3.262,9.863,211.006
1056,53,3.309,10.341,213.028
1056,54,3.102,10.833,214.625
1056,55,2.965,11.526,216.466
1056,56,3.08,12.127,218.849
1056,57,3.369,12.517,222.002
1056,58,4.067,12.485,226.838
1056,59,4.295,12.795,229.459
1056,60,4.631,12.936,233.191
1056,61,5.417,12.641,235.916
1056,62,5.554,12.671,238.206
1056,63,6.934,11.693,240.325
1056,64,7.212,11.816,242.227
1056,65,7.311,12.506,244.65
1056,66,7.571,12.983,250.761
1056,67,7.892,13.199,253.308
1056,68,8.446,12.956,255.184
1056,69,8.871,13.076,257.111
1056,70,8.914,13.287,258.637
1056,71,8.946,13.992,260.178
1056,72,8.881,13.91,262.073
1056,73,8.706,13.803,263.821
1056,74,8.951,13.184,265.468
1056,75,9.572,12.686,268.192
1056,76,9.846,11.751,149.914
1056,77,9.452,10.703,150.473
1056,78,8.968,10.459,68.231
1057,1,0.371,0.703,16.035
1057,2,0.065,0.952,33.758
1057,3,0.751,0.246,36.485
1057,4,0.889,0.472,38.917
1057,5,0.507,0.319,40.373
1057,6,0.98,0.096,42.318
1057,7,1.142,1.38,44.708
1057,8,1.207,1.504,46.543
1057,9,0.933,1.794,57.111
1057,10,0.787,1.38,68.438
1057,11,1.55,1.554,71.795
1057,12,2.039,11.399,73.052
1057,13,10.662,4.368,72.102
1057,14,3.708,3.157,64.023
1057,15,3.45,2.64,67.104
1057,16,2.582,3.24,69.645
1057,17,1.92,3.442,72.217
1057,18,2.338,1.066,73.229
1057,19,3.305,0.901,76.014
1057,20,3.176,0.974,78.525
1057,21,3.193,1.066,81.863
1057,22,3.316,1.284,84.556
1057,23,3.256,2.047,87.603
1057,24,3.391,2.739,105.292
1057,25,3.581,2.754,111.383
1057,26,5.202,1.825,117.039
1057,27,5.745,2.176,120.599
1057,28,6.055,2.417,123.688
1057,29,6.471,2.453,126.652
1057,30,6.841,2.022,159.301
1057,31,10.231,4.865,201.477
1057,32,0.794,1.745,179.548
1057,33,0.835,1.41,172.957
1057,34,1.395,0.995,125.487
1057,35,0.466,0.146,72.128
1057,36,2.055,1.009,74.872
1057,37,2.819,1.007,77.435
1057,38,3.382,0.333,80.219
1057,39,3.662,0.948,82.913
1057,40,4.053,0.771,85.855
1057,41,4.142,0.848,88.933
1057,42,4.007,1.055,92.593
1057,43,3.872,1.03,97.919
1057,44,4.264,0.936,107.965
1057,45,4.463,1.106,142.043
1057,46,1.475,4.46,175.583
1057,47,0.716,2.713,223.171
1057,48,1.407,2.851,1993.717
1057,49,0.982,2.054,52.541
1057,50,0.95,0.889,11.286
